"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
46,"services","married","secondary","no",271,"yes","no","unknown",16,"may",134,4,-1,0,"unknown","no"
38,"services","married","secondary","no",-140,"no","no","unknown",25,"jun",456,3,-1,0,"unknown","no"
30,"services","single","secondary","no",0,"yes","no","cellular",18,"may",131,6,363,9,"failure","no"
27,"services","single","secondary","no",468,"yes","no","cellular",13,"may",109,1,-1,0,"unknown","no"
37,"services","married","secondary","no",1328,"yes","no","telephone",13,"may",121,2,341,4,"failure","no"
35,"services","married","secondary","no",109,"yes","no","unknown",6,"may",597,3,-1,0,"unknown","no"
31,"services","single","secondary","no",2070,"no","no","cellular",29,"aug",319,2,-1,0,"unknown","no"
36,"services","single","secondary","no",342,"yes","no","unknown",7,"may",142,1,-1,0,"unknown","no"
25,"services","single","secondary","no",402,"no","yes","cellular",7,"jul",264,1,-1,0,"unknown","no"
35,"services","married","secondary","no",1453,"yes","no","unknown",28,"may",199,1,-1,0,"unknown","no"
55,"services","divorced","secondary","yes",-404,"yes","no","cellular",22,"jul",502,3,-1,0,"unknown","no"
33,"services","divorced","secondary","no",991,"yes","no","unknown",27,"may",148,1,-1,0,"unknown","no"
54,"services","married","secondary","no",0,"no","no","unknown",19,"jun",220,1,-1,0,"unknown","no"
45,"services","married","secondary","no",-839,"yes","no","unknown",28,"may",68,1,-1,0,"unknown","no"
43,"services","married","primary","no",2567,"yes","no","cellular",14,"may",109,1,360,2,"failure","no"
32,"services","single","secondary","no",182,"yes","no","cellular",6,"may",145,1,-1,0,"unknown","no"
27,"services","married","secondary","no",0,"yes","no","cellular",23,"jul",198,13,-1,0,"unknown","no"
36,"services","married","secondary","no",-302,"yes","no","cellular",13,"may",36,2,-1,0,"unknown","no"
35,"services","divorced","secondary","no",67,"yes","no","cellular",5,"may",192,2,-1,0,"unknown","no"
44,"services","married","secondary","no",0,"yes","yes","cellular",11,"may",161,1,-1,0,"unknown","no"
41,"services","married","secondary","no",108,"yes","yes","unknown",13,"may",83,7,-1,0,"unknown","no"
32,"services","single","secondary","no",2881,"no","no","cellular",2,"jul",356,1,-1,0,"unknown","yes"
50,"services","single","secondary","no",72,"no","no","unknown",8,"may",141,2,-1,0,"unknown","no"
45,"services","married","secondary","no",1343,"no","yes","cellular",8,"jul",220,1,-1,0,"unknown","no"
49,"services","single","secondary","no",133,"no","no","unknown",11,"jun",319,6,-1,0,"unknown","no"
28,"services","single","secondary","no",168,"no","no","cellular",1,"jun",347,3,140,2,"success","yes"
46,"services","married","secondary","no",1550,"yes","no","cellular",16,"apr",126,2,149,8,"failure","no"
29,"services","married","secondary","no",3,"yes","no","cellular",10,"jul",183,1,-1,0,"unknown","no"
34,"services","married","secondary","no",586,"yes","yes","unknown",8,"may",224,2,-1,0,"unknown","no"
30,"services","single","secondary","no",566,"no","no","cellular",5,"feb",110,1,-1,0,"unknown","no"
46,"services","married","secondary","no",1034,"no","no","cellular",8,"aug",109,2,-1,0,"unknown","no"
46,"services","married","secondary","no",0,"yes","no","cellular",22,"jun",154,1,124,1,"other","no"
28,"services","married","secondary","no",0,"yes","no","cellular",5,"may",335,2,281,8,"failure","no"
38,"services","divorced","secondary","no",792,"no","no","unknown",6,"jun",430,1,-1,0,"unknown","no"
53,"services","divorced","unknown","no",1012,"yes","no","cellular",28,"jul",332,2,-1,0,"unknown","no"
45,"services","divorced","secondary","no",88,"no","yes","cellular",7,"jul",332,1,-1,0,"unknown","no"
37,"services","single","secondary","no",-244,"no","no","unknown",3,"jul",178,1,-1,0,"unknown","no"
27,"services","married","secondary","no",58,"yes","no","cellular",7,"may",113,1,337,2,"other","no"
27,"services","single","secondary","no",-151,"no","no","cellular",8,"jul",283,2,-1,0,"unknown","no"
39,"services","single","secondary","no",7066,"yes","no","cellular",15,"may",667,3,357,3,"other","yes"
40,"services","divorced","secondary","no",1927,"yes","no","unknown",15,"may",62,1,-1,0,"unknown","no"
40,"services","single","secondary","no",65,"yes","no","cellular",15,"may",15,3,-1,0,"unknown","no"
28,"services","single","secondary","no",198,"no","no","cellular",5,"jul",128,2,-1,0,"unknown","yes"
30,"services","single","secondary","no",3485,"no","no","cellular",2,"feb",142,2,-1,0,"unknown","no"
40,"services","single","secondary","no",888,"yes","no","unknown",12,"may",169,2,-1,0,"unknown","no"
25,"services","single","secondary","no",3217,"yes","no","unknown",28,"may",24,1,-1,0,"unknown","no"
36,"services","divorced","secondary","no",1594,"no","no","unknown",6,"jun",250,3,-1,0,"unknown","no"
40,"services","married","secondary","no",-342,"yes","no","unknown",26,"may",754,1,-1,0,"unknown","no"
34,"services","married","secondary","no",1337,"no","no","cellular",17,"dec",330,2,127,3,"success","yes"
25,"services","married","secondary","no",72,"yes","no","cellular",23,"jul",305,2,-1,0,"unknown","no"
41,"services","divorced","secondary","no",787,"yes","no","cellular",8,"may",297,2,-1,0,"unknown","no"
49,"services","married","secondary","no",1122,"no","no","cellular",4,"aug",143,1,-1,0,"unknown","no"
53,"services","divorced","secondary","no",-905,"yes","no","unknown",28,"may",213,1,-1,0,"unknown","no"
26,"services","divorced","secondary","no",74,"yes","no","unknown",23,"may",106,6,-1,0,"unknown","no"
52,"services","married","primary","no",14,"no","yes","cellular",28,"jul",55,5,-1,0,"unknown","no"
26,"services","single","secondary","no",127,"yes","yes","cellular",23,"jul",85,3,-1,0,"unknown","no"
36,"services","single","secondary","no",1482,"yes","no","cellular",18,"nov",177,2,174,1,"other","no"
55,"services","married","secondary","no",186,"yes","yes","unknown",9,"may",241,1,-1,0,"unknown","no"
34,"services","married","secondary","no",1076,"no","no","cellular",12,"may",152,1,182,6,"success","yes"
41,"services","divorced","secondary","no",654,"yes","no","cellular",13,"may",139,2,-1,0,"unknown","no"
40,"services","married","secondary","no",0,"no","no","unknown",12,"jun",543,2,-1,0,"unknown","no"
27,"services","single","secondary","no",201,"yes","no","unknown",4,"jun",172,2,-1,0,"unknown","no"
37,"services","divorced","secondary","no",490,"yes","no","cellular",2,"feb",73,1,-1,0,"unknown","no"
32,"services","married","secondary","no",-632,"yes","yes","cellular",20,"apr",18,5,-1,0,"unknown","no"
27,"services","married","secondary","no",54,"yes","no","cellular",18,"may",97,1,370,1,"failure","no"
33,"services","married","secondary","no",90,"yes","no","cellular",28,"jul",263,2,-1,0,"unknown","no"
55,"services","divorced","secondary","no",218,"yes","no","unknown",29,"may",200,2,-1,0,"unknown","no"
37,"services","single","secondary","no",1050,"yes","no","cellular",3,"feb",586,3,-1,0,"unknown","no"
33,"services","single","secondary","no",-56,"no","yes","cellular",10,"jul",119,5,-1,0,"unknown","no"
33,"services","divorced","secondary","no",411,"yes","no","unknown",8,"may",216,1,-1,0,"unknown","no"
54,"services","married","secondary","no",386,"yes","no","cellular",2,"aug",155,2,-1,0,"unknown","no"
49,"services","married","secondary","no",5673,"no","yes","cellular",4,"aug",357,3,-1,0,"unknown","no"
51,"services","married","secondary","no",867,"yes","no","cellular",3,"feb",177,2,211,3,"failure","no"
48,"services","married","primary","yes",-583,"yes","no","unknown",2,"jun",25,7,-1,0,"unknown","no"
40,"services","married","secondary","no",17,"no","no","cellular",4,"jun",78,1,-1,0,"unknown","no"
51,"services","married","unknown","no",5801,"yes","no","unknown",29,"may",147,2,-1,0,"unknown","no"
52,"services","married","secondary","no",-888,"no","no","cellular",16,"jul",135,1,-1,0,"unknown","no"
31,"services","married","secondary","no",413,"yes","no","unknown",13,"may",65,1,-1,0,"unknown","no"
55,"services","divorced","primary","no",2923,"yes","no","unknown",15,"may",104,2,-1,0,"unknown","no"
47,"services","married","secondary","no",2597,"yes","no","unknown",16,"may",323,1,-1,0,"unknown","no"
59,"services","married","secondary","no",204,"no","no","cellular",23,"jul",286,2,-1,0,"unknown","no"
50,"services","married","secondary","no",254,"yes","no","cellular",15,"apr",397,2,337,1,"failure","no"
51,"services","divorced","secondary","no",518,"yes","no","telephone",17,"nov",76,1,-1,0,"unknown","no"
21,"services","single","secondary","no",361,"no","no","telephone",5,"jun",329,1,95,1,"other","no"
38,"services","single","secondary","no",2253,"yes","no","cellular",13,"may",937,3,-1,0,"unknown","yes"
42,"services","married","secondary","no",292,"yes","no","cellular",11,"may",222,3,-1,0,"unknown","no"
29,"services","married","secondary","no",3748,"no","no","cellular",28,"may",322,3,-1,0,"unknown","no"
45,"services","single","primary","no",1893,"yes","no","unknown",3,"jun",1259,6,-1,0,"unknown","yes"
39,"services","married","secondary","no",124,"yes","no","cellular",31,"jul",81,5,-1,0,"unknown","no"
53,"services","divorced","secondary","no",0,"no","no","cellular",12,"mar",80,2,-1,0,"unknown","yes"
48,"services","married","secondary","no",116,"yes","no","telephone",20,"apr",70,4,-1,0,"unknown","no"
31,"services","married","secondary","no",428,"yes","no","unknown",21,"may",272,1,-1,0,"unknown","no"
27,"services","single","secondary","no",-124,"no","no","cellular",18,"jul",217,1,-1,0,"unknown","no"
30,"services","married","secondary","no",1743,"yes","no","cellular",5,"feb",192,4,-1,0,"unknown","no"
41,"services","married","secondary","no",3992,"yes","no","telephone",20,"nov",281,2,-1,0,"unknown","no"
37,"services","married","secondary","no",4760,"yes","no","cellular",8,"may",182,2,169,2,"failure","no"
32,"services","single","unknown","no",6145,"yes","no","cellular",14,"may",362,1,287,13,"failure","no"
36,"services","married","secondary","no",1328,"yes","no","unknown",6,"jun",82,4,-1,0,"unknown","no"
54,"services","married","unknown","no",386,"no","yes","cellular",19,"nov",74,1,152,1,"success","no"
30,"services","single","tertiary","no",3516,"yes","no","unknown",29,"may",447,4,-1,0,"unknown","no"
50,"services","married","secondary","no",1572,"yes","no","cellular",9,"jul",185,1,-1,0,"unknown","no"
48,"services","single","primary","no",1499,"yes","no","cellular",12,"may",17,7,-1,0,"unknown","no"
53,"services","married","secondary","no",-2,"yes","yes","cellular",16,"apr",144,2,-1,0,"unknown","no"
36,"services","married","secondary","no",1746,"yes","no","cellular",7,"apr",15,1,316,1,"failure","no"
29,"services","divorced","secondary","no",330,"yes","no","unknown",12,"may",88,2,-1,0,"unknown","no"
37,"services","single","secondary","no",608,"no","no","cellular",14,"may",380,3,-1,0,"unknown","no"
34,"services","single","secondary","no",84,"yes","no","unknown",23,"may",299,1,-1,0,"unknown","no"
52,"services","married","secondary","no",108,"yes","no","unknown",15,"may",543,12,-1,0,"unknown","no"
31,"services","single","secondary","no",0,"yes","no","unknown",28,"may",231,2,-1,0,"unknown","no"
47,"services","single","unknown","no",1784,"no","no","cellular",19,"oct",385,2,-1,0,"unknown","yes"
31,"services","married","secondary","no",1062,"yes","yes","cellular",6,"apr",230,1,-1,0,"unknown","no"
27,"services","single","secondary","no",795,"no","no","cellular",6,"feb",101,3,-1,0,"unknown","no"
47,"services","married","tertiary","no",871,"no","no","cellular",22,"aug",602,9,-1,0,"unknown","no"
56,"services","married","secondary","no",83,"no","no","cellular",27,"aug",26,11,-1,0,"unknown","no"
37,"services","single","secondary","no",1175,"yes","no","cellular",15,"may",102,1,333,2,"failure","no"
40,"services","married","secondary","no",113,"yes","no","unknown",4,"jun",126,1,-1,0,"unknown","no"
54,"services","married","primary","no",8,"yes","no","cellular",14,"may",143,1,-1,0,"unknown","no"
30,"services","single","secondary","no",432,"yes","no","unknown",20,"may",340,3,-1,0,"unknown","no"
31,"services","single","secondary","no",1987,"yes","no","telephone",20,"nov",55,2,-1,0,"unknown","no"
40,"services","married","unknown","no",4075,"yes","no","unknown",16,"jun",162,3,-1,0,"unknown","no"
49,"services","divorced","secondary","no",3250,"no","no","unknown",16,"jun",32,3,-1,0,"unknown","no"
52,"services","married","secondary","no",381,"no","yes","cellular",25,"aug",288,12,-1,0,"unknown","no"
36,"services","single","secondary","no",774,"yes","no","cellular",3,"feb",231,2,259,1,"failure","no"
40,"services","divorced","secondary","no",-81,"no","yes","cellular",23,"jul",186,1,-1,0,"unknown","no"
39,"services","married","secondary","no",247,"yes","no","cellular",17,"apr",244,2,-1,0,"unknown","no"
27,"services","single","secondary","no",261,"yes","yes","cellular",18,"may",113,1,-1,0,"unknown","no"
38,"services","married","secondary","no",434,"yes","no","unknown",20,"may",411,1,-1,0,"unknown","no"
28,"services","single","secondary","no",290,"yes","no","cellular",18,"may",128,1,-1,0,"unknown","no"
34,"services","divorced","secondary","no",991,"yes","no","cellular",6,"may",89,1,344,1,"failure","no"
40,"services","married","secondary","no",4157,"yes","no","unknown",15,"may",735,1,-1,0,"unknown","no"
34,"services","married","secondary","no",2211,"no","no","unknown",8,"may",149,1,-1,0,"unknown","no"
27,"services","married","secondary","no",100,"no","no","cellular",16,"jul",57,2,-1,0,"unknown","no"
29,"services","single","secondary","no",192,"no","no","cellular",30,"jan",327,4,-1,0,"unknown","no"
30,"services","single","tertiary","no",-477,"no","yes","cellular",21,"aug",1532,2,-1,0,"unknown","yes"
33,"services","married","secondary","no",0,"yes","no","telephone",22,"jul",44,8,-1,0,"unknown","no"
32,"services","married","secondary","no",255,"yes","yes","unknown",21,"may",86,2,-1,0,"unknown","no"
42,"services","divorced","secondary","no",257,"yes","no","cellular",12,"may",955,2,-1,0,"unknown","yes"
50,"services","married","primary","no",1260,"no","no","cellular",18,"nov",172,1,-1,0,"unknown","no"
35,"services","single","secondary","no",1063,"yes","yes","cellular",16,"apr",327,1,-1,0,"unknown","no"
53,"services","married","secondary","no",1378,"yes","no","cellular",18,"jul",91,2,-1,0,"unknown","no"
21,"services","single","secondary","no",1903,"yes","no","unknown",29,"may",107,2,-1,0,"unknown","no"
31,"services","married","secondary","no",-331,"yes","no","unknown",23,"may",203,5,-1,0,"unknown","no"
37,"services","married","secondary","no",4760,"yes","no","cellular",20,"nov",187,2,-1,0,"unknown","no"
34,"services","divorced","secondary","no",44,"no","no","unknown",9,"jun",118,1,-1,0,"unknown","no"
54,"services","married","secondary","no",-22,"no","yes","cellular",9,"jul",85,1,-1,0,"unknown","no"
51,"services","married","secondary","no",0,"no","no","cellular",18,"jul",439,3,-1,0,"unknown","no"
39,"services","married","secondary","no",1970,"yes","no","unknown",8,"jun",30,1,404,2,"success","no"
31,"services","single","secondary","no",864,"yes","no","cellular",6,"may",100,1,-1,0,"unknown","no"
31,"services","married","secondary","no",388,"yes","no","unknown",5,"may",730,2,-1,0,"unknown","no"
29,"services","single","secondary","no",0,"no","no","cellular",17,"jul",58,1,-1,0,"unknown","no"
29,"services","married","secondary","no",57,"yes","no","telephone",21,"jul",342,9,-1,0,"unknown","no"
33,"services","married","secondary","no",386,"no","no","cellular",12,"nov",253,1,92,4,"failure","yes"
38,"services","married","secondary","no",497,"yes","yes","unknown",19,"may",88,5,-1,0,"unknown","no"
40,"services","married","secondary","no",1836,"yes","no","cellular",12,"may",750,2,-1,0,"unknown","yes"
55,"services","married","unknown","no",1210,"yes","no","unknown",30,"may",868,1,-1,0,"unknown","no"
35,"services","married","secondary","no",819,"yes","no","telephone",14,"jul",102,14,-1,0,"unknown","no"
40,"services","married","secondary","no",1438,"yes","no","cellular",6,"may",207,1,351,2,"failure","no"
52,"services","married","secondary","no",431,"no","no","cellular",26,"aug",73,17,-1,0,"unknown","no"
49,"services","married","secondary","no",47,"no","no","unknown",5,"may",234,2,-1,0,"unknown","no"
42,"services","divorced","secondary","no",372,"yes","yes","unknown",6,"may",121,2,-1,0,"unknown","no"
24,"services","married","secondary","no",4500,"yes","no","cellular",11,"may",733,2,-1,0,"unknown","yes"
46,"services","married","secondary","no",451,"yes","yes","cellular",13,"may",389,4,-1,0,"unknown","no"
32,"services","married","secondary","no",401,"yes","no","unknown",15,"may",294,2,-1,0,"unknown","no"
39,"services","married","secondary","no",1438,"yes","no","unknown",20,"may",212,2,-1,0,"unknown","no"
47,"services","divorced","secondary","no",691,"no","no","cellular",6,"feb",285,6,-1,0,"unknown","no"
27,"services","single","secondary","no",0,"yes","no","unknown",7,"may",388,7,-1,0,"unknown","no"
44,"services","married","secondary","no",5780,"yes","no","cellular",1,"apr",525,2,-1,0,"unknown","no"
34,"services","married","secondary","no",0,"no","yes","unknown",2,"jul",193,4,-1,0,"unknown","no"
57,"services","divorced","secondary","no",14,"no","yes","cellular",22,"jul",445,2,-1,0,"unknown","no"
34,"services","divorced","secondary","no",202,"yes","no","unknown",15,"may",318,1,-1,0,"unknown","no"
27,"services","single","secondary","no",54,"yes","no","unknown",28,"may",543,2,-1,0,"unknown","yes"
32,"services","married","secondary","no",55,"yes","no","unknown",15,"may",546,9,-1,0,"unknown","no"
36,"services","married","secondary","no",338,"no","no","unknown",14,"may",90,1,-1,0,"unknown","no"
24,"services","married","tertiary","no",0,"yes","no","unknown",27,"may",299,1,-1,0,"unknown","no"
26,"services","single","secondary","no",512,"yes","yes","cellular",30,"jan",206,5,239,3,"failure","no"
30,"services","married","secondary","no",1286,"yes","yes","cellular",17,"jul",544,1,-1,0,"unknown","no"
33,"services","married","secondary","no",804,"yes","yes","unknown",8,"may",266,1,-1,0,"unknown","no"
36,"services","single","secondary","no",417,"yes","no","cellular",6,"feb",15,10,207,3,"failure","no"
37,"services","divorced","secondary","no",532,"yes","no","unknown",11,"jun",199,1,-1,0,"unknown","no"
26,"services","single","secondary","no",0,"no","no","cellular",29,"jul",165,23,-1,0,"unknown","no"
35,"services","married","secondary","no",195,"yes","no","cellular",17,"apr",203,1,-1,0,"unknown","no"
43,"services","single","secondary","no",3403,"yes","no","cellular",12,"nov",707,2,97,2,"success","yes"
35,"services","married","secondary","no",152,"yes","no","unknown",2,"jun",563,1,-1,0,"unknown","yes"
47,"services","married","secondary","no",3333,"yes","yes","cellular",29,"jul",114,2,-1,0,"unknown","no"
35,"services","single","secondary","no",35,"yes","no","cellular",14,"may",152,1,-1,0,"unknown","no"
36,"services","married","secondary","no",3064,"yes","no","telephone",11,"may",1143,4,-1,0,"unknown","no"
40,"services","married","primary","no",33,"no","no","unknown",26,"may",70,3,-1,0,"unknown","no"
36,"services","married","secondary","no",257,"yes","no","cellular",12,"may",86,2,-1,0,"unknown","no"
28,"services","single","secondary","no",229,"yes","no","unknown",9,"may",322,1,-1,0,"unknown","no"
31,"services","single","secondary","no",11386,"yes","no","cellular",20,"nov",356,1,-1,0,"unknown","no"
30,"services","married","tertiary","no",1380,"yes","no","unknown",21,"may",294,2,-1,0,"unknown","no"
32,"services","single","secondary","no",-402,"yes","no","cellular",17,"apr",135,1,-1,0,"unknown","no"
36,"services","single","secondary","no",398,"yes","yes","unknown",17,"jun",77,2,-1,0,"unknown","no"
42,"services","married","secondary","no",508,"yes","no","unknown",30,"may",70,1,-1,0,"unknown","no"
23,"services","married","secondary","no",-19,"yes","no","unknown",20,"jun",13,10,-1,0,"unknown","no"
27,"services","single","secondary","no",259,"yes","no","unknown",23,"may",78,10,-1,0,"unknown","no"
31,"services","single","secondary","no",469,"no","yes","cellular",2,"feb",111,1,-1,0,"unknown","no"
36,"services","married","secondary","no",42,"yes","no","unknown",8,"may",102,4,-1,0,"unknown","no"
59,"services","married","secondary","no",0,"yes","no","cellular",12,"may",214,3,-1,0,"unknown","no"
31,"services","single","secondary","no",85,"no","no","cellular",16,"jul",151,1,-1,0,"unknown","no"
41,"services","married","secondary","no",171,"no","no","cellular",21,"jul",71,9,-1,0,"unknown","no"
54,"services","married","secondary","no",812,"no","no","cellular",31,"jul",113,6,-1,0,"unknown","no"
49,"services","married","secondary","no",823,"no","no","cellular",8,"aug",780,4,-1,0,"unknown","yes"
47,"services","divorced","secondary","no",4906,"yes","no","unknown",14,"may",389,1,-1,0,"unknown","no"
54,"services","married","secondary","no",158,"yes","no","unknown",19,"may",198,1,-1,0,"unknown","no"
28,"services","single","secondary","no",-427,"yes","yes","unknown",21,"may",965,2,-1,0,"unknown","no"
39,"services","married","secondary","no",-540,"no","no","unknown",6,"jun",29,1,-1,0,"unknown","no"
30,"services","married","secondary","no",699,"yes","no","unknown",29,"may",544,1,-1,0,"unknown","no"
29,"services","married","secondary","no",11417,"yes","no","unknown",28,"may",272,2,-1,0,"unknown","no"
27,"services","married","secondary","no",-1202,"yes","no","unknown",4,"jun",749,2,-1,0,"unknown","no"
44,"services","divorced","secondary","no",0,"yes","no","unknown",4,"jun",389,5,-1,0,"unknown","no"
48,"services","married","secondary","yes",-20,"no","no","cellular",20,"aug",142,2,-1,0,"unknown","no"
48,"services","single","unknown","no",5095,"yes","no","unknown",16,"jun",71,1,-1,0,"unknown","no"
52,"services","married","secondary","no",2072,"no","no","cellular",10,"jul",224,1,-1,0,"unknown","no"
49,"services","married","secondary","no",1114,"no","no","cellular",17,"nov",283,1,-1,0,"unknown","no"
57,"services","married","tertiary","no",10,"no","no","telephone",8,"jul",320,3,-1,0,"unknown","no"
54,"services","married","secondary","no",88,"yes","no","unknown",13,"may",190,1,-1,0,"unknown","no"
25,"services","single","secondary","no",-352,"no","no","cellular",15,"jul",246,1,-1,0,"unknown","no"
35,"services","married","secondary","no",0,"no","yes","telephone",9,"jul",42,1,-1,0,"unknown","no"
54,"services","married","unknown","no",7864,"yes","no","unknown",15,"may",145,4,-1,0,"unknown","no"
37,"services","married","secondary","no",1,"no","no","unknown",15,"may",395,2,-1,0,"unknown","no"
49,"services","married","secondary","no",320,"no","no","telephone",9,"feb",1971,4,-1,0,"unknown","yes"
55,"services","married","secondary","no",557,"no","no","unknown",19,"jun",58,1,-1,0,"unknown","no"
25,"services","single","secondary","no",368,"no","no","telephone",25,"jul",168,1,-1,0,"unknown","no"
40,"services","married","secondary","no",771,"yes","no","cellular",15,"may",173,4,-1,0,"unknown","no"
49,"services","married","secondary","no",280,"yes","no","telephone",14,"jul",162,3,-1,0,"unknown","no"
51,"services","divorced","secondary","no",12,"yes","no","cellular",17,"nov",150,1,-1,0,"unknown","no"
42,"services","married","tertiary","no",12223,"yes","no","cellular",19,"nov",36,1,-1,0,"unknown","no"
26,"services","single","secondary","no",50,"yes","no","cellular",12,"aug",153,1,-1,0,"unknown","no"
31,"services","married","secondary","no",440,"yes","no","unknown",17,"jun",117,3,-1,0,"unknown","no"
28,"services","single","secondary","no",2685,"no","yes","unknown",24,"aug",5,1,-1,0,"unknown","no"
37,"services","single","tertiary","no",223,"yes","no","unknown",28,"may",25,1,-1,0,"unknown","no"
55,"services","married","secondary","no",96,"no","no","telephone",30,"jul",340,2,-1,0,"unknown","no"
39,"services","married","primary","no",1601,"yes","no","unknown",23,"may",201,2,-1,0,"unknown","no"
41,"services","married","unknown","no",88,"yes","no","cellular",11,"may",105,1,336,2,"failure","no"
38,"services","married","secondary","no",435,"yes","no","unknown",23,"may",193,2,-1,0,"unknown","no"
56,"services","married","secondary","no",705,"yes","no","unknown",29,"may",151,2,-1,0,"unknown","no"
51,"services","married","secondary","no",0,"no","yes","unknown",26,"jun",565,3,-1,0,"unknown","no"
31,"services","married","tertiary","no",309,"yes","yes","unknown",7,"may",294,1,-1,0,"unknown","no"
47,"services","single","secondary","no",33,"yes","no","cellular",5,"may",298,1,-1,0,"unknown","no"
35,"services","married","secondary","no",128,"yes","no","cellular",12,"may",136,1,-1,0,"unknown","no"
27,"services","single","secondary","no",3354,"yes","no","cellular",14,"may",493,5,-1,0,"unknown","no"
50,"services","married","secondary","no",26394,"no","no","cellular",25,"aug",206,4,-1,0,"unknown","no"
36,"services","married","secondary","no",-11,"yes","no","cellular",30,"jul",172,28,-1,0,"unknown","no"
25,"services","single","secondary","no",64,"no","no","cellular",21,"jul",71,11,-1,0,"unknown","no"
29,"services","married","primary","no",-102,"no","no","unknown",4,"jul",134,1,-1,0,"unknown","no"
49,"services","married","secondary","no",2201,"yes","no","unknown",15,"may",233,3,-1,0,"unknown","no"
35,"services","single","secondary","no",414,"yes","no","cellular",20,"apr",11,5,319,2,"other","no"
30,"services","single","secondary","no",334,"no","no","cellular",29,"jan",389,2,-1,0,"unknown","no"
47,"services","married","secondary","no",2,"no","yes","cellular",21,"jul",71,15,-1,0,"unknown","no"
23,"services","single","secondary","no",500,"yes","no","unknown",4,"jun",111,3,-1,0,"unknown","no"
55,"services","married","secondary","no",-31,"no","yes","cellular",13,"aug",81,2,-1,0,"unknown","no"
33,"services","married","secondary","no",478,"no","no","cellular",30,"apr",475,2,-1,0,"unknown","yes"
52,"services","single","secondary","no",1810,"no","no","telephone",19,"nov",117,1,-1,0,"unknown","no"
37,"services","married","primary","no",52,"yes","no","unknown",7,"may",359,1,-1,0,"unknown","no"
30,"services","divorced","secondary","no",0,"yes","no","cellular",13,"may",172,1,-1,0,"unknown","no"
27,"services","divorced","secondary","no",10,"yes","no","cellular",22,"jul",527,1,-1,0,"unknown","no"
37,"services","married","secondary","no",658,"yes","no","telephone",23,"jul",175,1,-1,0,"unknown","no"
28,"services","single","secondary","no",94,"yes","no","cellular",16,"apr",300,1,-1,0,"unknown","no"
32,"services","married","secondary","no",1464,"yes","no","unknown",3,"jun",193,1,-1,0,"unknown","no"
47,"services","married","secondary","no",405,"no","yes","cellular",8,"aug",994,2,-1,0,"unknown","yes"
31,"services","married","secondary","no",500,"yes","no","unknown",6,"jun",19,18,-1,0,"unknown","no"
