"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
38,"self-employed","divorced","tertiary","no",1513,"no","no","cellular",7,"may",330,1,342,1,"failure","no"
35,"self-employed","married","secondary","no",8883,"no","no","cellular",21,"nov",33,3,-1,0,"unknown","no"
34,"self-employed","married","primary","no",712,"yes","no","unknown",2,"jun",326,3,-1,0,"unknown","no"
51,"self-employed","married","tertiary","no",2007,"no","no","unknown",16,"jun",1021,1,-1,0,"unknown","no"
31,"self-employed","single","tertiary","no",96,"no","no","cellular",5,"feb",577,1,-1,0,"unknown","no"
30,"self-employed","single","tertiary","no",48,"no","no","cellular",21,"nov",140,1,-1,0,"unknown","no"
26,"self-employed","married","tertiary","no",479,"yes","no","cellular",9,"feb",133,3,-1,0,"unknown","no"
36,"self-employed","married","tertiary","no",16430,"yes","no","unknown",6,"jun",197,3,-1,0,"unknown","no"
52,"self-employed","single","tertiary","no",1623,"yes","no","unknown",5,"jun",21,17,-1,0,"unknown","no"
40,"self-employed","married","secondary","no",2,"no","no","cellular",22,"aug",197,5,-1,0,"unknown","no"
43,"self-employed","married","secondary","no",104,"no","no","unknown",17,"jun",332,1,-1,0,"unknown","no"
34,"self-employed","married","tertiary","no",5498,"no","no","cellular",19,"nov",265,1,-1,0,"unknown","no"
42,"self-employed","married","secondary","no",5564,"no","no","cellular",17,"nov",560,2,-1,0,"unknown","no"
26,"self-employed","single","tertiary","no",1153,"no","no","cellular",4,"may",238,3,-1,0,"unknown","no"
38,"self-employed","single","tertiary","no",917,"yes","no","unknown",23,"may",260,1,-1,0,"unknown","no"
47,"self-employed","married","unknown","no",14,"yes","no","cellular",15,"may",142,1,-1,0,"unknown","no"
32,"self-employed","married","primary","no",286,"yes","no","cellular",6,"aug",175,1,-1,0,"unknown","no"
44,"self-employed","married","secondary","no",313,"no","no","cellular",6,"aug",211,4,-1,0,"unknown","no"
35,"self-employed","married","tertiary","no",560,"yes","no","cellular",2,"apr",58,1,136,1,"failure","no"
41,"self-employed","married","primary","no",340,"no","no","unknown",6,"jun",37,3,-1,0,"unknown","no"
52,"self-employed","married","secondary","no",9,"no","yes","unknown",6,"jun",44,1,-1,0,"unknown","no"
47,"self-employed","married","secondary","no",1121,"no","no","unknown",20,"jun",454,6,-1,0,"unknown","no"
37,"self-employed","married","tertiary","no",0,"no","no","unknown",6,"jun",143,1,-1,0,"unknown","no"
29,"self-employed","married","tertiary","no",3931,"yes","no","unknown",3,"jun",73,4,-1,0,"unknown","no"
40,"self-employed","married","secondary","no",167,"yes","yes","cellular",8,"may",380,4,295,1,"failure","no"
46,"self-employed","married","tertiary","no",1148,"no","no","telephone",29,"jul",104,2,-1,0,"unknown","no"
40,"self-employed","married","tertiary","no",1603,"no","no","unknown",17,"jun",279,1,-1,0,"unknown","no"
38,"self-employed","married","secondary","no",746,"no","no","unknown",20,"jun",256,3,-1,0,"unknown","no"
51,"self-employed","married","unknown","no",2094,"no","no","cellular",8,"jun",458,6,-1,0,"unknown","yes"
57,"self-employed","married","secondary","no",35,"no","yes","unknown",26,"jun",215,3,-1,0,"unknown","no"
43,"self-employed","married","tertiary","no",64,"no","no","unknown",6,"jun",230,2,-1,0,"unknown","no"
60,"self-employed","single","secondary","no",27,"no","no","cellular",22,"aug",40,2,-1,0,"unknown","no"
39,"self-employed","married","tertiary","no",585,"yes","no","cellular",18,"nov",48,1,181,3,"failure","no"
39,"self-employed","married","secondary","no",235,"no","no","unknown",9,"jun",217,1,-1,0,"unknown","no"
53,"self-employed","married","tertiary","no",451,"yes","no","cellular",2,"feb",125,1,249,2,"failure","no"
47,"self-employed","divorced","secondary","no",8515,"yes","no","unknown",20,"nov",14,7,112,4,"other","no"
46,"self-employed","married","tertiary","no",137,"yes","yes","unknown",5,"may",246,1,-1,0,"unknown","no"
28,"self-employed","single","tertiary","no",442,"no","no","cellular",19,"jun",474,3,95,3,"other","yes"
35,"self-employed","married","tertiary","no",980,"no","no","cellular",2,"aug",428,2,336,6,"failure","no"
37,"self-employed","married","secondary","no",215,"yes","no","unknown",6,"jun",61,1,-1,0,"unknown","no"
40,"self-employed","divorced","secondary","no",1876,"no","yes","unknown",20,"jun",269,1,-1,0,"unknown","no"
51,"self-employed","divorced","secondary","no",1291,"yes","no","unknown",3,"jun",51,2,-1,0,"unknown","no"
25,"self-employed","single","tertiary","no",453,"yes","no","cellular",17,"jul",134,1,-1,0,"unknown","no"
33,"self-employed","single","tertiary","no",61,"no","no","cellular",19,"aug",836,3,-1,0,"unknown","yes"
39,"self-employed","married","tertiary","no",1047,"no","no","unknown",6,"jun",554,1,-1,0,"unknown","yes"
40,"self-employed","married","primary","no",2077,"yes","no","cellular",13,"may",363,1,173,24,"other","no"
29,"self-employed","married","tertiary","no",1,"no","no","cellular",18,"jul",167,3,-1,0,"unknown","no"
35,"self-employed","married","secondary","no",670,"no","no","cellular",9,"jul",378,1,-1,0,"unknown","no"
33,"self-employed","single","secondary","no",238,"yes","yes","cellular",5,"feb",45,5,-1,0,"unknown","no"
40,"self-employed","married","tertiary","no",642,"no","no","cellular",18,"nov",147,3,-1,0,"unknown","no"
28,"self-employed","single","tertiary","no",0,"yes","no","cellular",21,"jul",479,1,-1,0,"unknown","no"
