"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
34,"management","single","tertiary","no",872,"yes","no","unknown",7,"may",105,2,-1,0,"unknown","no"
32,"entrepreneur","single","primary","yes",-849,"yes","yes","cellular",4,"feb",204,1,-1,0,"unknown","no"
37,"technician","single","secondary","no",228,"yes","no","cellular",20,"aug",1740,2,-1,0,"unknown","no"
38,"technician","single","secondary","no",50,"no","no","cellular",29,"aug",98,2,-1,0,"unknown","no"
34,"technician","married","tertiary","no",1539,"yes","no","cellular",15,"jun",441,1,56,1,"other","yes"
33,"self-employed","single","tertiary","no",2155,"no","no","cellular",17,"nov",295,1,-1,0,"unknown","no"
36,"retired","single","secondary","no",101,"yes","yes","unknown",26,"may",314,1,-1,0,"unknown","no"
31,"services","married","secondary","no",338,"yes","no","cellular",28,"jan",155,1,-1,0,"unknown","no"
32,"technician","single","tertiary","no",360,"no","no","cellular",19,"nov",164,2,-1,0,"unknown","no"
37,"management","married","tertiary","no",0,"no","no","cellular",16,"jul",268,2,182,3,"success","yes"
31,"management","single","tertiary","no",6248,"yes","no","unknown",9,"may",154,2,-1,0,"unknown","no"
40,"technician","single","secondary","no",591,"no","yes","cellular",14,"aug",87,6,-1,0,"unknown","no"
40,"unemployed","married","secondary","no",219,"yes","no","cellular",17,"nov",204,2,196,1,"failure","no"
37,"management","married","tertiary","no",1315,"no","no","cellular",30,"jun",224,1,-1,0,"unknown","yes"
35,"blue-collar","single","primary","no",293,"yes","no","unknown",30,"may",521,2,-1,0,"unknown","no"
38,"admin.","married","secondary","no",424,"yes","no","cellular",17,"apr",279,1,-1,0,"unknown","no"
34,"blue-collar","married","secondary","no",1831,"yes","no","unknown",20,"may",203,2,-1,0,"unknown","no"
39,"blue-collar","married","primary","no",111,"no","no","cellular",18,"nov",201,2,-1,0,"unknown","no"
34,"blue-collar","married","primary","no",455,"yes","no","unknown",20,"jun",372,3,-1,0,"unknown","no"
32,"management","single","tertiary","no",3616,"no","no","cellular",14,"aug",165,2,-1,0,"unknown","no"
30,"admin.","single","tertiary","no",261,"no","no","cellular",19,"oct",233,1,137,20,"failure","no"
36,"blue-collar","divorced","secondary","no",2843,"no","no","cellular",12,"feb",473,1,182,1,"success","no"
31,"unemployed","single","primary","no",406,"no","no","cellular",4,"feb",736,1,-1,0,"unknown","yes"
36,"blue-collar","married","secondary","no",0,"yes","no","unknown",6,"may",337,1,-1,0,"unknown","no"
38,"management","single","tertiary","no",493,"yes","no","cellular",11,"may",553,1,367,7,"failure","no"
34,"management","single","secondary","no",524,"no","no","unknown",13,"aug",9,1,-1,0,"unknown","no"
32,"management","single","tertiary","no",574,"yes","no","cellular",14,"apr",259,2,145,3,"failure","no"
37,"blue-collar","married","secondary","no",427,"yes","yes","unknown",9,"jun",371,3,-1,0,"unknown","no"
33,"self-employed","married","tertiary","no",483,"yes","no","cellular",3,"feb",280,2,-1,0,"unknown","no"
32,"self-employed","married","secondary","no",217,"yes","yes","cellular",15,"jul",317,5,-1,0,"unknown","no"
33,"blue-collar","single","secondary","no",22,"no","no","cellular",30,"jan",76,2,207,1,"failure","no"
30,"services","married","secondary","no",1808,"yes","no","cellular",18,"may",83,2,-1,0,"unknown","no"
39,"blue-collar","married","primary","no",52,"no","no","cellular",13,"aug",69,1,-1,0,"unknown","no"
31,"admin.","divorced","secondary","no",1890,"yes","no","cellular",21,"jul",588,1,-1,0,"unknown","no"
32,"technician","married","secondary","no",2693,"yes","no","unknown",21,"may",16,1,-1,0,"unknown","no"
36,"blue-collar","married","secondary","no",-231,"no","yes","cellular",15,"jul",779,2,-1,0,"unknown","no"
34,"self-employed","single","tertiary","no",462,"no","no","cellular",21,"aug",1877,3,-1,0,"unknown","yes"
32,"blue-collar","single","secondary","no",228,"no","no","telephone",5,"feb",176,1,288,3,"failure","no"
37,"blue-collar","married","primary","no",0,"yes","no","unknown",26,"may",24,1,-1,0,"unknown","no"
33,"management","single","tertiary","no",0,"no","no","cellular",28,"aug",236,10,-1,0,"unknown","no"
34,"management","single","tertiary","no",0,"no","no","cellular",5,"feb",71,1,-1,0,"unknown","no"
32,"management","divorced","tertiary","no",948,"no","no","cellular",12,"aug",204,2,-1,0,"unknown","no"
32,"management","single","tertiary","no",0,"yes","no","cellular",22,"jul",455,2,-1,0,"unknown","no"
31,"management","single","tertiary","no",874,"yes","no","cellular",18,"nov",190,2,-1,0,"unknown","no"
35,"management","married","tertiary","no",106,"no","yes","cellular",11,"aug",588,2,-1,0,"unknown","no"
37,"technician","single","unknown","no",391,"yes","no","unknown",8,"may",103,3,-1,0,"unknown","no"
36,"management","single","tertiary","no",442,"yes","yes","cellular",29,"jul",102,3,-1,0,"unknown","no"
39,"technician","married","secondary","no",501,"no","no","unknown",26,"may",289,1,-1,0,"unknown","no"
35,"technician","divorced","secondary","no",308,"no","no","cellular",22,"aug",77,2,-1,0,"unknown","no"
34,"technician","married","secondary","no",1641,"yes","no","cellular",17,"apr",380,1,-1,0,"unknown","no"
34,"blue-collar","married","tertiary","no",20,"no","no","unknown",4,"oct",10,1,-1,0,"unknown","no"
31,"admin.","single","secondary","no",2104,"yes","no","unknown",3,"jun",455,1,-1,0,"unknown","no"
32,"blue-collar","single","secondary","no",1143,"yes","yes","cellular",10,"jul",412,1,-1,0,"unknown","no"
37,"management","single","tertiary","no",37,"no","no","cellular",28,"jan",253,2,-1,0,"unknown","no"
40,"admin.","single","secondary","no",462,"yes","yes","cellular",6,"apr",272,1,335,4,"other","no"
32,"admin.","married","secondary","no",1031,"yes","no","cellular",17,"jul",84,1,-1,0,"unknown","no"
37,"admin.","married","secondary","no",176,"yes","no","cellular",5,"may",147,2,347,1,"failure","no"
37,"unknown","married","unknown","no",1699,"no","no","unknown",9,"jun",63,1,-1,0,"unknown","no"
37,"admin.","married","tertiary","no",0,"yes","no","cellular",17,"nov",65,2,119,1,"failure","no"
32,"services","single","secondary","no",0,"no","yes","cellular",11,"jul",333,2,-1,0,"unknown","no"
34,"admin.","single","secondary","no",6979,"yes","no","cellular",15,"may",14,5,-1,0,"unknown","no"
40,"admin.","divorced","secondary","no",6,"no","no","unknown",11,"jun",140,1,-1,0,"unknown","no"
34,"services","married","secondary","no",-62,"yes","no","unknown",16,"jun",109,3,-1,0,"unknown","no"
34,"self-employed","married","tertiary","no",1972,"yes","no","cellular",23,"jul",61,2,-1,0,"unknown","no"
34,"admin.","married","tertiary","no",899,"yes","no","telephone",19,"nov",377,3,7,4,"success","no"
37,"services","single","secondary","no",21,"yes","no","cellular",2,"feb",96,1,271,2,"other","no"
36,"technician","married","secondary","no",23,"yes","no","cellular",8,"may",152,2,347,1,"failure","no"
33,"self-employed","married","secondary","no",215,"yes","no","cellular",29,"jul",543,12,-1,0,"unknown","no"
30,"management","single","tertiary","no",1372,"no","no","cellular",20,"nov",240,2,-1,0,"unknown","no"
36,"services","married","secondary","no",1981,"no","no","unknown",17,"jun",48,2,-1,0,"unknown","no"
38,"services","married","secondary","no",1,"no","yes","cellular",21,"nov",152,2,-1,0,"unknown","no"
34,"technician","single","tertiary","no",992,"yes","no","cellular",4,"may",301,1,88,2,"success","no"
35,"technician","single","tertiary","no",2658,"yes","no","cellular",19,"aug",768,2,141,3,"failure","yes"
39,"management","divorced","tertiary","no",1315,"yes","no","cellular",19,"nov",1337,4,126,1,"failure","no"
38,"services","single","secondary","no",-196,"yes","no","cellular",2,"feb",60,1,271,1,"failure","no"
36,"technician","single","secondary","no",9149,"yes","no","cellular",13,"aug",141,3,-1,0,"unknown","no"
38,"technician","married","tertiary","no",432,"yes","no","cellular",15,"may",10,2,373,1,"other","no"
31,"management","married","tertiary","yes",-253,"no","no","cellular",12,"aug",220,4,-1,0,"unknown","no"
30,"blue-collar","married","secondary","no",975,"yes","no","cellular",13,"may",256,2,351,2,"failure","no"
37,"technician","married","secondary","no",4030,"yes","no","unknown",26,"may",178,5,-1,0,"unknown","no"
32,"services","single","secondary","no",406,"yes","no","unknown",6,"may",227,1,-1,0,"unknown","no"
33,"technician","married","secondary","no",-204,"no","no","cellular",15,"may",297,3,-1,0,"unknown","no"
33,"technician","married","secondary","no",359,"yes","no","cellular",20,"apr",210,1,242,1,"other","no"
36,"blue-collar","married","primary","no",123,"yes","no","cellular",18,"may",9,1,-1,0,"unknown","no"
35,"technician","married","tertiary","no",0,"yes","yes","cellular",23,"sep",112,1,62,6,"other","no"
40,"entrepreneur","married","tertiary","no",3571,"no","no","unknown",9,"jun",222,3,-1,0,"unknown","no"
30,"student","single","secondary","no",3096,"no","no","cellular",26,"jan",123,1,-1,0,"unknown","no"
33,"blue-collar","married","secondary","no",3576,"yes","no","cellular",2,"apr",124,1,308,2,"other","no"
34,"admin.","single","secondary","no",1,"yes","no","cellular",22,"jul",483,7,-1,0,"unknown","no"
36,"management","married","tertiary","no",0,"yes","no","cellular",28,"jan",60,1,250,1,"other","no"
32,"unemployed","single","secondary","no",0,"no","no","cellular",27,"may",123,2,-1,0,"unknown","no"
31,"management","married","tertiary","no",395,"yes","no","cellular",9,"feb",155,3,-1,0,"unknown","no"
32,"management","married","tertiary","no",2349,"no","no","cellular",14,"aug",134,5,-1,0,"unknown","no"
34,"management","married","tertiary","no",415,"no","yes","cellular",23,"jul",361,2,-1,0,"unknown","no"
32,"technician","single","secondary","no",0,"no","no","cellular",26,"aug",181,2,-1,0,"unknown","no"
39,"technician","single","tertiary","no",5803,"no","no","cellular",2,"feb",83,3,-1,0,"unknown","no"
40,"self-employed","married","secondary","no",1516,"yes","yes","unknown",23,"may",373,1,-1,0,"unknown","no"
33,"technician","married","tertiary","no",-988,"yes","yes","cellular",15,"jul",83,3,-1,0,"unknown","no"
38,"admin.","single","secondary","no",902,"yes","no","telephone",31,"jul",58,13,-1,0,"unknown","no"
40,"services","married","secondary","no",0,"yes","no","cellular",2,"jun",297,1,28,3,"failure","no"
35,"self-employed","married","secondary","no",524,"yes","no","cellular",21,"nov",484,4,-1,0,"unknown","no"
35,"blue-collar","single","tertiary","no",0,"yes","no","cellular",21,"jul",262,4,-1,0,"unknown","no"
34,"technician","married","secondary","no",4,"yes","no","unknown",15,"may",644,1,-1,0,"unknown","no"
35,"housemaid","married","tertiary","no",11219,"no","no","cellular",12,"aug",699,2,79,1,"failure","no"
38,"technician","single","tertiary","no",0,"no","no","cellular",28,"aug",247,2,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",1148,"yes","no","cellular",20,"apr",121,1,-1,0,"unknown","no"
37,"blue-collar","single","secondary","no",3561,"yes","no","unknown",2,"jun",98,1,-1,0,"unknown","no"
40,"student","married","secondary","no",260,"no","no","unknown",20,"jun",197,6,-1,0,"unknown","no"
34,"admin.","married","tertiary","no",69,"no","yes","cellular",4,"aug",120,3,1,6,"success","yes"
38,"entrepreneur","married","secondary","no",593,"yes","yes","cellular",24,"jul",1484,24,-1,0,"unknown","yes"
32,"blue-collar","married","secondary","no",759,"yes","no","cellular",9,"apr",317,5,-1,0,"unknown","yes"
35,"blue-collar","married","secondary","no",1287,"yes","no","cellular",14,"jul",330,2,-1,0,"unknown","no"
38,"unemployed","married","primary","no",1147,"yes","yes","unknown",8,"may",249,5,-1,0,"unknown","no"
35,"management","married","tertiary","no",4286,"yes","no","unknown",9,"may",357,1,-1,0,"unknown","no"
38,"admin.","married","tertiary","no",605,"no","no","cellular",18,"nov",147,2,-1,0,"unknown","no"
30,"blue-collar","married","primary","no",1317,"yes","no","unknown",21,"may",395,2,-1,0,"unknown","no"
35,"entrepreneur","married","secondary","no",2971,"no","no","cellular",4,"may",429,4,164,2,"failure","yes"
37,"blue-collar","married","secondary","no",-67,"no","no","cellular",2,"feb",157,1,-1,0,"unknown","no"
38,"management","married","tertiary","no",1199,"no","no","cellular",4,"aug",178,1,1,1,"success","yes"
33,"technician","married","secondary","no",6699,"no","no","cellular",9,"nov",425,1,462,1,"failure","no"
35,"entrepreneur","single","tertiary","no",145,"yes","no","cellular",18,"jul",799,2,-1,0,"unknown","yes"
35,"unemployed","married","secondary","no",978,"no","no","cellular",29,"dec",1370,3,209,3,"success","yes"
37,"admin.","married","secondary","no",121,"no","no","cellular",22,"jul",22,6,-1,0,"unknown","no"
34,"admin.","married","secondary","no",244,"yes","no","cellular",31,"jul",56,4,-1,0,"unknown","no"
32,"services","married","primary","no",228,"yes","no","cellular",21,"jul",1017,6,-1,0,"unknown","yes"
30,"management","single","tertiary","no",424,"no","no","cellular",16,"apr",298,4,-1,0,"unknown","yes"
33,"blue-collar","married","primary","no",-195,"no","no","unknown",20,"sep",9,1,-1,0,"unknown","no"
33,"management","single","tertiary","no",1410,"yes","no","cellular",5,"feb",8,1,254,5,"failure","no"
37,"management","single","unknown","no",504,"yes","no","cellular",16,"apr",555,1,-1,0,"unknown","no"
36,"blue-collar","single","secondary","no",219,"yes","yes","cellular",11,"may",270,2,347,1,"failure","no"
31,"blue-collar","married","secondary","no",1660,"yes","no","cellular",20,"apr",342,1,-1,0,"unknown","no"
35,"management","married","tertiary","yes",32,"yes","no","cellular",21,"nov",180,1,-1,0,"unknown","no"
39,"management","married","tertiary","no",278,"no","yes","cellular",28,"jul",60,3,-1,0,"unknown","no"
30,"services","single","secondary","no",209,"yes","no","unknown",6,"may",30,2,-1,0,"unknown","no"
36,"management","single","tertiary","no",339,"no","no","cellular",21,"nov",6,6,-1,0,"unknown","no"
38,"technician","single","secondary","no",0,"yes","no","cellular",7,"apr",196,2,-1,0,"unknown","no"
32,"management","single","tertiary","no",8436,"yes","no","cellular",17,"apr",245,1,149,2,"failure","no"
30,"entrepreneur","married","secondary","no",946,"yes","no","cellular",19,"nov",1065,1,183,1,"other","no"
38,"services","married","secondary","no",-140,"no","no","unknown",25,"jun",456,3,-1,0,"unknown","no"
30,"services","single","secondary","no",0,"yes","no","cellular",18,"may",131,6,363,9,"failure","no"
40,"management","married","primary","no",733,"yes","no","unknown",6,"jun",94,7,-1,0,"unknown","no"
37,"management","married","tertiary","no",393,"yes","no","cellular",14,"may",567,3,275,4,"failure","yes"
39,"blue-collar","married","secondary","no",0,"yes","no","cellular",30,"apr",53,1,325,1,"failure","no"
39,"blue-collar","married","primary","no",3705,"yes","no","unknown",16,"jun",77,1,-1,0,"unknown","no"
37,"services","married","secondary","no",1328,"yes","no","telephone",13,"may",121,2,341,4,"failure","no"
32,"blue-collar","married","secondary","no",1005,"no","no","cellular",12,"may",215,1,-1,0,"unknown","no"
35,"services","married","secondary","no",109,"yes","no","unknown",6,"may",597,3,-1,0,"unknown","no"
33,"management","single","tertiary","no",1240,"yes","no","cellular",4,"feb",505,2,260,1,"other","no"
35,"technician","married","secondary","no",0,"no","no","cellular",27,"aug",106,4,-1,0,"unknown","no"
33,"blue-collar","married","secondary","no",43,"yes","no","cellular",14,"may",332,2,358,2,"failure","no"
34,"admin.","married","secondary","no",613,"yes","no","cellular",4,"jun",80,1,-1,0,"unknown","no"
37,"technician","single","tertiary","no",6101,"no","no","cellular",4,"may",60,5,87,1,"success","no"
38,"blue-collar","married","primary","no",168,"yes","yes","telephone",13,"may",212,3,-1,0,"unknown","no"
39,"blue-collar","married","primary","no",7685,"yes","no","cellular",14,"apr",493,3,-1,0,"unknown","no"
35,"technician","divorced","tertiary","no",4515,"yes","no","cellular",19,"nov",98,2,-1,0,"unknown","no"
39,"technician","married","secondary","no",130,"no","no","cellular",8,"jul",202,2,-1,0,"unknown","no"
34,"blue-collar","single","secondary","no",186,"no","no","cellular",2,"feb",342,1,-1,0,"unknown","no"
31,"services","single","secondary","no",2070,"no","no","cellular",29,"aug",319,2,-1,0,"unknown","no"
39,"self-employed","married","secondary","no",167,"yes","yes","cellular",17,"jul",330,1,-1,0,"unknown","no"
37,"management","married","tertiary","no",502,"yes","no","cellular",7,"may",551,1,351,1,"failure","no"
37,"management","single","tertiary","no",876,"yes","no","cellular",15,"apr",140,4,327,2,"failure","no"
36,"services","single","secondary","no",342,"yes","no","unknown",7,"may",142,1,-1,0,"unknown","no"
36,"blue-collar","married","primary","no",973,"yes","yes","unknown",23,"may",293,1,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",2366,"yes","no","unknown",20,"may",127,2,-1,0,"unknown","no"
40,"management","married","tertiary","no",542,"yes","no","cellular",20,"nov",1816,1,-1,0,"unknown","no"
34,"technician","single","tertiary","no",228,"yes","no","cellular",22,"jul",387,4,-1,0,"unknown","no"
31,"self-employed","married","tertiary","no",259,"yes","no","cellular",7,"may",47,1,-1,0,"unknown","no"
36,"management","married","secondary","no",644,"yes","no","cellular",18,"nov",54,2,-1,0,"unknown","no"
37,"admin.","divorced","tertiary","no",4303,"yes","no","unknown",23,"may",168,1,-1,0,"unknown","no"
30,"admin.","single","secondary","no",239,"yes","no","cellular",7,"may",115,3,-1,0,"unknown","no"
30,"management","married","tertiary","no",1221,"yes","no","telephone",25,"jul",279,4,-1,0,"unknown","yes"
31,"technician","married","secondary","no",2363,"yes","no","unknown",13,"may",247,1,-1,0,"unknown","no"
39,"entrepreneur","married","tertiary","no",2,"yes","no","cellular",17,"nov",180,1,-1,0,"unknown","no"
35,"technician","married","secondary","no",4508,"yes","no","cellular",18,"nov",854,1,-1,0,"unknown","yes"
35,"admin.","divorced","secondary","no",-402,"yes","no","cellular",17,"apr",46,1,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",34,"yes","no","cellular",5,"may",321,2,-1,0,"unknown","no"
34,"self-employed","single","tertiary","no",5462,"no","no","cellular",30,"apr",430,1,-1,0,"unknown","yes"
40,"technician","single","secondary","no",641,"no","no","cellular",16,"jul",156,6,-1,0,"unknown","no"
35,"blue-collar","divorced","secondary","no",3102,"yes","no","cellular",20,"nov",138,1,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",889,"yes","no","cellular",10,"sep",185,1,99,5,"success","yes"
34,"self-employed","married","secondary","no",-370,"yes","no","unknown",21,"may",748,1,-1,0,"unknown","no"
39,"management","married","tertiary","no",-606,"yes","no","unknown",26,"may",142,1,-1,0,"unknown","no"
40,"management","single","secondary","no",10378,"yes","no","cellular",17,"nov",523,3,-1,0,"unknown","no"
36,"blue-collar","single","primary","no",1313,"yes","no","unknown",20,"jun",8,10,-1,0,"unknown","no"
40,"management","married","tertiary","no",8969,"yes","no","cellular",17,"nov",153,1,-1,0,"unknown","no"
38,"entrepreneur","married","secondary","yes",15,"yes","no","cellular",10,"jul",121,1,-1,0,"unknown","no"
35,"services","married","secondary","no",1453,"yes","no","unknown",28,"may",199,1,-1,0,"unknown","no"
37,"management","single","unknown","no",715,"yes","no","unknown",20,"may",247,2,-1,0,"unknown","no"
40,"technician","married","secondary","no",694,"yes","no","cellular",4,"feb",97,4,196,5,"failure","no"
40,"management","married","tertiary","no",0,"no","no","cellular",14,"jul",109,8,-1,0,"unknown","no"
33,"management","married","tertiary","no",641,"yes","no","cellular",13,"aug",347,2,-1,0,"unknown","no"
33,"services","divorced","secondary","no",991,"yes","no","unknown",27,"may",148,1,-1,0,"unknown","no"
34,"technician","single","secondary","no",4943,"yes","yes","cellular",19,"nov",117,2,-1,0,"unknown","no"
38,"technician","single","secondary","no",258,"no","yes","unknown",20,"jun",587,2,-1,0,"unknown","no"
32,"management","single","tertiary","no",12607,"no","no","cellular",14,"aug",203,5,84,1,"failure","no"
31,"management","married","tertiary","no",13,"no","no","cellular",28,"aug",110,5,-1,0,"unknown","no"
31,"unemployed","married","secondary","no",296,"yes","no","unknown",20,"may",378,3,-1,0,"unknown","no"
30,"blue-collar","single","secondary","no",315,"no","no","cellular",23,"jun",1407,1,-1,0,"unknown","yes"
38,"blue-collar","married","secondary","no",121,"yes","yes","cellular",6,"feb",168,1,212,2,"failure","no"
32,"management","married","tertiary","no",820,"yes","no","cellular",17,"jul",738,3,-1,0,"unknown","no"
36,"management","married","tertiary","no",-381,"yes","no","cellular",31,"jul",30,29,-1,0,"unknown","no"
34,"technician","married","tertiary","no",691,"yes","yes","unknown",2,"jun",70,1,-1,0,"unknown","no"
36,"blue-collar","married","primary","no",1925,"yes","no","cellular",20,"apr",904,2,-1,0,"unknown","yes"
34,"management","married","tertiary","no",902,"yes","no","cellular",14,"may",159,1,367,2,"other","no"
40,"management","married","tertiary","no",1584,"yes","no","telephone",21,"nov",661,1,-1,0,"unknown","no"
32,"services","single","secondary","no",182,"yes","no","cellular",6,"may",145,1,-1,0,"unknown","no"
34,"admin.","single","secondary","no",663,"yes","no","cellular",20,"apr",111,1,-1,0,"unknown","no"
40,"technician","married","tertiary","no",0,"no","no","cellular",19,"aug",44,1,-1,0,"unknown","no"
35,"blue-collar","married","primary","no",0,"yes","no","cellular",24,"jul",90,6,-1,0,"unknown","no"
39,"management","single","tertiary","no",12437,"no","no","telephone",18,"nov",40,1,-1,0,"unknown","no"
34,"technician","married","secondary","no",-228,"yes","no","cellular",20,"apr",187,3,332,3,"other","no"
37,"admin.","married","secondary","no",1314,"yes","no","cellular",8,"may",682,2,85,7,"success","no"
34,"technician","married","secondary","no",1464,"yes","no","unknown",23,"may",350,1,-1,0,"unknown","no"
36,"services","married","secondary","no",-302,"yes","no","cellular",13,"may",36,2,-1,0,"unknown","no"
35,"blue-collar","married","secondary","no",-339,"yes","no","unknown",8,"may",389,2,-1,0,"unknown","no"
40,"technician","married","secondary","no",56,"yes","yes","cellular",29,"jan",194,1,247,1,"failure","no"
36,"management","divorced","tertiary","no",3611,"yes","no","unknown",4,"jun",347,3,-1,0,"unknown","no"
35,"services","divorced","secondary","no",67,"yes","no","cellular",5,"may",192,2,-1,0,"unknown","no"
38,"management","married","tertiary","no",-558,"yes","no","cellular",21,"jul",533,1,-1,0,"unknown","no"
33,"technician","single","tertiary","no",696,"no","yes","cellular",5,"feb",193,1,176,8,"failure","no"
31,"admin.","married","secondary","no",236,"yes","yes","telephone",4,"may",211,3,-1,0,"unknown","no"
33,"management","single","tertiary","no",-53,"no","no","cellular",29,"jan",617,2,-1,0,"unknown","no"
32,"self-employed","single","secondary","no",518,"yes","no","cellular",18,"may",34,7,-1,0,"unknown","no"
36,"self-employed","married","tertiary","no",16,"yes","yes","cellular",18,"jul",95,4,-1,0,"unknown","no"
39,"technician","married","secondary","no",1048,"no","yes","cellular",21,"jul",405,1,-1,0,"unknown","no"
31,"technician","married","secondary","no",660,"no","no","cellular",22,"jun",115,1,-1,0,"unknown","no"
37,"unemployed","single","tertiary","yes",0,"yes","no","cellular",10,"jul",108,1,-1,0,"unknown","no"
37,"housemaid","married","primary","no",189,"no","no","cellular",8,"aug",148,4,-1,0,"unknown","no"
32,"services","single","secondary","no",2881,"no","no","cellular",2,"jul",356,1,-1,0,"unknown","yes"
31,"admin.","married","secondary","no",88,"yes","yes","cellular",8,"aug",189,2,-1,0,"unknown","no"
36,"technician","divorced","tertiary","no",119,"no","no","cellular",23,"jul",127,8,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",14,"yes","no","unknown",2,"jun",171,1,-1,0,"unknown","no"
39,"technician","married","tertiary","no",1161,"yes","no","cellular",9,"apr",236,1,336,1,"failure","no"
31,"blue-collar","married","secondary","no",-45,"yes","no","unknown",2,"jun",184,1,-1,0,"unknown","no"
31,"management","single","secondary","no",36,"no","no","cellular",27,"aug",105,2,-1,0,"unknown","no"
30,"technician","married","tertiary","no",1570,"yes","no","cellular",26,"may",260,1,-1,0,"unknown","no"
35,"technician","married","tertiary","no",7050,"no","no","cellular",11,"aug",222,3,182,4,"success","yes"
33,"blue-collar","married","primary","no",3704,"yes","no","unknown",6,"jun",447,2,-1,0,"unknown","no"
30,"technician","single","tertiary","no",6619,"yes","no","cellular",21,"aug",239,8,-1,0,"unknown","no"
32,"blue-collar","single","secondary","no",-84,"yes","no","cellular",11,"may",426,1,-1,0,"unknown","no"
40,"management","single","tertiary","no",1509,"no","no","cellular",12,"may",333,1,58,3,"failure","no"
31,"self-employed","married","tertiary","no",1134,"no","no","cellular",6,"feb",174,2,-1,0,"unknown","no"
36,"technician","married","secondary","no",146,"yes","yes","unknown",15,"may",284,2,-1,0,"unknown","no"
33,"management","single","tertiary","no",9449,"yes","no","cellular",8,"may",428,1,-1,0,"unknown","no"
30,"management","single","tertiary","no",2,"yes","yes","cellular",25,"jul",1031,8,-1,0,"unknown","yes"
33,"technician","married","tertiary","no",8023,"no","no","cellular",30,"nov",107,1,105,3,"failure","no"
33,"management","divorced","tertiary","yes",280,"no","yes","cellular",18,"nov",155,1,-1,0,"unknown","no"
31,"self-employed","married","secondary","no",33,"no","no","cellular",6,"aug",165,4,-1,0,"unknown","no"
35,"blue-collar","divorced","secondary","no",275,"no","yes","cellular",10,"jul",144,5,-1,0,"unknown","no"
39,"management","married","tertiary","no",2763,"yes","no","unknown",2,"jun",526,2,-1,0,"unknown","yes"
32,"entrepreneur","single","tertiary","no",890,"yes","yes","cellular",28,"aug",27,10,-1,0,"unknown","no"
33,"housemaid","single","tertiary","no",23663,"yes","no","cellular",16,"apr",199,2,146,2,"failure","no"
40,"management","married","tertiary","no",-117,"yes","no","cellular",17,"jul",770,2,-1,0,"unknown","no"
36,"technician","divorced","secondary","no",666,"yes","yes","cellular",3,"apr",190,1,133,1,"other","no"
38,"technician","single","tertiary","no",25,"yes","no","cellular",1,"jun",232,2,-1,0,"unknown","yes"
32,"management","married","tertiary","no",0,"no","no","cellular",19,"nov",66,1,-1,0,"unknown","no"
40,"blue-collar","married","secondary","no",11084,"no","no","unknown",11,"jun",113,1,-1,0,"unknown","no"
32,"entrepreneur","married","unknown","no",73,"yes","no","cellular",21,"nov",158,1,135,1,"failure","no"
