"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
33,"admin.","married","secondary","no",1158,"yes","no","cellular",20,"apr",25,2,-1,0,"unknown","no"
28,"admin.","single","secondary","no",26,"yes","no","cellular",7,"may",227,2,-1,0,"unknown","no"
57,"admin.","divorced","primary","no",1,"no","no","unknown",15,"may",17,10,-1,0,"unknown","no"
46,"admin.","married","secondary","no",3098,"yes","no","telephone",21,"nov",192,9,-1,0,"unknown","no"
32,"admin.","single","secondary","no",739,"yes","no","cellular",20,"nov",91,3,-1,0,"unknown","no"
50,"admin.","married","secondary","no",231,"yes","no","cellular",21,"nov",397,2,-1,0,"unknown","no"
59,"admin.","married","secondary","no",817,"no","no","cellular",9,"apr",304,1,-1,0,"unknown","no"
42,"admin.","single","secondary","no",1022,"yes","no","unknown",5,"may",146,2,-1,0,"unknown","no"
55,"admin.","married","primary","no",343,"yes","no","cellular",14,"jul",276,3,-1,0,"unknown","no"
51,"admin.","single","tertiary","no",16,"yes","no","cellular",30,"jan",158,1,-1,0,"unknown","no"
38,"admin.","married","secondary","no",3190,"yes","no","unknown",20,"jun",20,2,-1,0,"unknown","no"
41,"admin.","single","secondary","no",1020,"yes","no","unknown",19,"may",882,1,-1,0,"unknown","yes"
37,"admin.","married","secondary","no",11303,"no","no","cellular",26,"may",500,2,-1,0,"unknown","no"
26,"admin.","single","secondary","no",255,"no","no","cellular",30,"apr",457,1,80,1,"success","yes"
34,"admin.","married","tertiary","no",35,"yes","no","cellular",15,"oct",76,1,69,2,"failure","no"
25,"admin.","married","secondary","no",18,"yes","no","cellular",18,"jul",225,1,-1,0,"unknown","no"
38,"admin.","married","primary","no",3913,"yes","no","cellular",20,"apr",196,2,315,2,"failure","no"
51,"admin.","divorced","secondary","no",340,"yes","no","unknown",8,"may",186,1,-1,0,"unknown","no"
41,"admin.","married","secondary","no",2993,"yes","no","cellular",22,"jul",24,12,-1,0,"unknown","no"
51,"admin.","married","secondary","no",2662,"no","no","telephone",28,"jan",148,2,-1,0,"unknown","no"
52,"admin.","married","secondary","no",2347,"no","yes","cellular",12,"aug",603,3,-1,0,"unknown","no"
44,"admin.","married","secondary","no",262,"yes","no","cellular",9,"jul",74,1,-1,0,"unknown","no"
37,"admin.","married","tertiary","no",3913,"yes","no","cellular",27,"apr",124,1,-1,0,"unknown","yes"
31,"admin.","married","secondary","no",314,"yes","no","cellular",17,"apr",279,1,-1,0,"unknown","no"
39,"admin.","single","secondary","no",1242,"yes","no","unknown",12,"may",303,3,-1,0,"unknown","no"
36,"admin.","married","secondary","no",470,"yes","no","cellular",31,"jul",101,4,-1,0,"unknown","no"
45,"admin.","married","secondary","no",5346,"yes","yes","unknown",21,"oct",187,1,-1,0,"unknown","yes"
32,"admin.","married","tertiary","no",0,"yes","no","unknown",5,"may",138,1,-1,0,"unknown","no"
46,"admin.","married","secondary","no",1069,"yes","no","unknown",8,"may",45,2,-1,0,"unknown","no"
31,"admin.","married","secondary","no",0,"yes","yes","unknown",6,"may",144,2,-1,0,"unknown","no"
36,"admin.","married","unknown","no",2323,"no","no","cellular",19,"nov",111,1,-1,0,"unknown","no"
38,"admin.","married","secondary","no",1852,"yes","no","cellular",15,"may",298,2,-1,0,"unknown","no"
39,"admin.","divorced","secondary","no",2903,"yes","yes","telephone",25,"jul",259,2,-1,0,"unknown","no"
30,"admin.","single","secondary","no",81,"yes","no","cellular",6,"aug",121,6,112,3,"other","no"
30,"admin.","married","secondary","no",11,"yes","no","cellular",11,"may",157,1,-1,0,"unknown","no"
39,"admin.","single","secondary","no",14,"yes","yes","unknown",13,"may",19,9,-1,0,"unknown","no"
38,"admin.","married","tertiary","no",1988,"no","no","cellular",27,"mar",164,2,130,2,"failure","yes"
50,"admin.","divorced","secondary","no",202,"no","yes","cellular",17,"nov",148,1,-1,0,"unknown","no"
48,"admin.","married","secondary","no",112,"no","no","cellular",18,"aug",139,5,-1,0,"unknown","no"
41,"admin.","married","secondary","no",5110,"yes","no","cellular",13,"apr",231,1,-1,0,"unknown","no"
32,"admin.","single","secondary","no",2817,"yes","no","cellular",21,"nov",195,1,-1,0,"unknown","no"
44,"admin.","married","secondary","no",205,"no","no","cellular",3,"nov",289,1,-1,0,"unknown","yes"
50,"admin.","married","secondary","no",0,"no","no","cellular",4,"aug",86,4,-1,0,"unknown","no"
47,"admin.","married","secondary","no",1934,"no","yes","cellular",14,"may",225,1,364,1,"failure","no"
37,"admin.","married","secondary","no",1193,"no","no","cellular",12,"may",396,2,-1,0,"unknown","no"
36,"admin.","single","secondary","no",0,"no","no","cellular",20,"apr",637,1,-1,0,"unknown","no"
33,"admin.","married","secondary","no",-6,"yes","no","unknown",7,"may",566,2,-1,0,"unknown","no"
60,"admin.","divorced","secondary","no",174,"yes","no","cellular",15,"may",241,1,364,1,"failure","no"
66,"admin.","single","secondary","no",10177,"no","no","cellular",5,"may",272,4,-1,0,"unknown","no"
33,"admin.","married","tertiary","no",640,"no","no","cellular",24,"jul",318,1,-1,0,"unknown","no"
27,"admin.","single","secondary","no",15,"no","yes","cellular",21,"jul",177,1,-1,0,"unknown","no"
32,"admin.","divorced","secondary","yes",5,"yes","yes","cellular",18,"may",82,3,363,2,"other","no"
33,"admin.","married","secondary","no",4902,"yes","no","cellular",20,"nov",110,1,-1,0,"unknown","no"
32,"admin.","single","secondary","no",116,"no","yes","cellular",16,"jul",255,2,-1,0,"unknown","no"
35,"admin.","married","primary","no",189,"yes","no","cellular",11,"may",95,1,-1,0,"unknown","no"
45,"admin.","single","secondary","no",0,"yes","no","cellular",8,"may",38,1,-1,0,"unknown","no"
44,"admin.","married","secondary","no",2403,"yes","no","cellular",28,"jan",180,2,-1,0,"unknown","no"
30,"admin.","married","secondary","no",0,"no","no","cellular",15,"jul",127,5,-1,0,"unknown","no"
30,"admin.","married","secondary","no",122,"yes","no","unknown",16,"may",107,1,-1,0,"unknown","no"
46,"admin.","divorced","secondary","no",2232,"no","no","cellular",13,"feb",121,1,-1,0,"unknown","yes"
27,"admin.","married","secondary","no",639,"no","yes","cellular",14,"jul",243,3,-1,0,"unknown","no"
48,"admin.","married","primary","no",607,"no","no","unknown",20,"jun",29,2,-1,0,"unknown","no"
34,"admin.","single","secondary","no",852,"no","no","cellular",14,"apr",108,2,-1,0,"unknown","no"
45,"admin.","married","secondary","no",204,"yes","no","cellular",3,"jun",224,2,-1,0,"unknown","yes"
27,"admin.","married","secondary","no",710,"yes","yes","cellular",6,"may",653,1,334,2,"success","yes"
34,"admin.","married","secondary","no",1499,"yes","no","cellular",13,"apr",186,1,327,2,"failure","no"
29,"admin.","single","secondary","no",1448,"no","no","cellular",10,"mar",217,1,184,7,"other","no"
29,"admin.","single","secondary","no",-194,"yes","no","cellular",7,"may",127,1,-1,0,"unknown","no"
27,"admin.","single","tertiary","no",73,"no","no","cellular",29,"jan",242,1,-1,0,"unknown","no"
46,"admin.","married","secondary","no",368,"no","no","cellular",20,"aug",293,1,90,4,"other","yes"
24,"admin.","married","secondary","no",299,"yes","no","cellular",6,"may",209,1,321,1,"failure","no"
42,"admin.","married","secondary","no",3165,"yes","no","unknown",16,"jun",298,4,-1,0,"unknown","no"
44,"admin.","single","secondary","no",2524,"no","no","unknown",19,"jun",82,1,-1,0,"unknown","no"
57,"admin.","divorced","unknown","no",4012,"no","no","cellular",20,"nov",915,1,-1,0,"unknown","no"
28,"admin.","married","secondary","no",-97,"yes","no","cellular",29,"jan",79,1,225,2,"success","no"
51,"admin.","divorced","secondary","no",467,"yes","no","unknown",19,"may",83,1,-1,0,"unknown","no"
34,"admin.","single","secondary","no",846,"yes","no","cellular",17,"apr",758,2,-1,0,"unknown","no"
45,"admin.","married","secondary","no",638,"yes","no","cellular",20,"aug",75,9,-1,0,"unknown","no"
30,"admin.","married","secondary","no",518,"yes","no","cellular",8,"may",127,1,-1,0,"unknown","no"
36,"admin.","married","secondary","no",-423,"yes","yes","unknown",13,"may",106,1,-1,0,"unknown","no"
33,"admin.","married","tertiary","no",69,"no","yes","cellular",4,"may",77,2,-1,0,"unknown","no"
44,"admin.","divorced","secondary","no",432,"no","no","cellular",9,"feb",132,3,-1,0,"unknown","no"
26,"admin.","single","secondary","no",443,"no","no","cellular",30,"jul",84,3,-1,0,"unknown","no"
49,"admin.","married","secondary","no",635,"no","no","cellular",25,"aug",220,3,-1,0,"unknown","no"
47,"admin.","divorced","secondary","no",225,"no","no","cellular",28,"aug",1126,4,-1,0,"unknown","yes"
30,"admin.","married","secondary","no",124,"no","no","telephone",16,"jun",161,2,-1,0,"unknown","no"
42,"admin.","divorced","secondary","no",936,"no","no","cellular",30,"jan",931,1,-1,0,"unknown","yes"
27,"admin.","single","secondary","no",3638,"no","no","cellular",11,"jul",271,5,-1,0,"unknown","no"
60,"admin.","married","secondary","no",1025,"no","no","cellular",6,"aug",388,8,-1,0,"unknown","no"
31,"admin.","divorced","secondary","no",1210,"no","no","cellular",16,"jul",350,1,-1,0,"unknown","no"
56,"admin.","married","secondary","no",0,"yes","no","telephone",19,"nov",154,2,-1,0,"unknown","no"
29,"admin.","single","secondary","no",3432,"yes","no","cellular",17,"apr",139,2,-1,0,"unknown","no"
31,"admin.","single","secondary","no",144,"yes","no","unknown",4,"jul",43,11,-1,0,"unknown","no"
47,"admin.","married","secondary","no",104,"yes","yes","cellular",14,"jul",77,2,-1,0,"unknown","no"
31,"admin.","single","secondary","no",1306,"yes","no","unknown",28,"may",217,5,-1,0,"unknown","no"
47,"admin.","divorced","secondary","no",162,"yes","no","unknown",9,"may",203,4,-1,0,"unknown","no"
40,"admin.","single","secondary","no",2378,"yes","no","unknown",2,"jun",65,1,-1,0,"unknown","no"
33,"admin.","married","secondary","no",353,"yes","no","cellular",19,"nov",107,2,-1,0,"unknown","no"
36,"admin.","divorced","secondary","no",356,"yes","no","cellular",7,"apr",244,3,313,1,"failure","no"
38,"admin.","married","tertiary","no",669,"yes","yes","cellular",31,"jul",129,2,-1,0,"unknown","no"
45,"admin.","single","secondary","no",-11,"yes","no","cellular",5,"may",247,1,-1,0,"unknown","no"
36,"admin.","single","secondary","no",1281,"no","no","telephone",24,"jul",119,2,-1,0,"unknown","no"
40,"admin.","married","secondary","no",168,"yes","no","cellular",7,"may",249,2,169,1,"failure","no"
34,"admin.","single","primary","no",0,"yes","yes","cellular",6,"may",172,4,-1,0,"unknown","no"
46,"admin.","single","secondary","no",751,"yes","no","unknown",13,"may",104,2,-1,0,"unknown","no"
43,"admin.","married","secondary","no",132,"no","no","cellular",19,"aug",574,1,84,3,"success","yes"
46,"admin.","married","secondary","no",70,"yes","no","cellular",27,"mar",229,2,-1,0,"unknown","yes"
38,"admin.","married","secondary","no",3732,"yes","no","unknown",21,"may",379,2,-1,0,"unknown","no"
35,"admin.","single","tertiary","no",62,"no","yes","cellular",30,"apr",67,1,-1,0,"unknown","no"
53,"admin.","single","secondary","no",2398,"yes","no","cellular",2,"aug",317,1,180,2,"failure","yes"
40,"admin.","single","secondary","no",100,"yes","no","cellular",11,"aug",221,1,461,1,"success","yes"
35,"admin.","married","tertiary","no",0,"yes","no","cellular",28,"jul",151,7,-1,0,"unknown","no"
49,"admin.","married","secondary","no",197,"yes","no","cellular",13,"apr",223,1,182,2,"failure","yes"
42,"admin.","single","secondary","no",243,"yes","no","unknown",14,"may",46,5,-1,0,"unknown","no"
26,"admin.","single","tertiary","no",3672,"yes","no","unknown",29,"may",360,5,-1,0,"unknown","no"
29,"admin.","single","secondary","no",1992,"no","no","cellular",8,"jul",202,1,87,2,"failure","no"
31,"admin.","married","secondary","no",0,"yes","no","unknown",14,"may",40,2,-1,0,"unknown","no"
39,"admin.","divorced","secondary","no",399,"yes","yes","cellular",14,"aug",133,2,-1,0,"unknown","no"
56,"admin.","divorced","secondary","yes",-435,"yes","yes","unknown",9,"may",185,2,-1,0,"unknown","no"
35,"admin.","single","secondary","no",2830,"no","no","unknown",20,"jun",22,12,-1,0,"unknown","no"
57,"admin.","married","secondary","no",808,"no","no","cellular",14,"jul",417,3,-1,0,"unknown","no"
44,"admin.","single","secondary","no",-101,"yes","no","cellular",10,"jul",99,1,-1,0,"unknown","no"
46,"admin.","married","secondary","no",4958,"yes","no","cellular",17,"nov",64,3,150,5,"other","no"
37,"admin.","single","secondary","no",781,"no","no","cellular",20,"aug",75,1,-1,0,"unknown","no"
32,"admin.","single","tertiary","no",-59,"no","yes","unknown",4,"jul",192,1,-1,0,"unknown","no"
32,"admin.","single","secondary","no",45,"yes","yes","cellular",14,"may",908,3,344,7,"other","no"
32,"admin.","married","secondary","no",923,"yes","no","cellular",17,"apr",819,4,-1,0,"unknown","no"
34,"admin.","married","secondary","no",247,"no","no","cellular",8,"oct",401,2,-1,0,"unknown","yes"
34,"admin.","married","tertiary","no",2552,"yes","yes","cellular",25,"sep",74,1,-1,0,"unknown","no"
33,"admin.","single","secondary","no",-300,"yes","yes","cellular",25,"jul",184,1,-1,0,"unknown","no"
40,"admin.","divorced","secondary","no",212,"no","no","unknown",7,"jan",176,1,-1,0,"unknown","no"
41,"admin.","divorced","secondary","no",6046,"yes","yes","telephone",15,"mar",300,6,182,2,"success","yes"
36,"admin.","single","tertiary","no",980,"no","no","cellular",11,"nov",118,4,104,7,"failure","no"
50,"admin.","divorced","secondary","no",1111,"yes","no","cellular",17,"apr",50,1,-1,0,"unknown","no"
56,"admin.","married","unknown","no",2038,"no","no","cellular",8,"feb",405,1,305,1,"success","no"
56,"admin.","divorced","secondary","no",985,"no","yes","cellular",18,"aug",150,2,-1,0,"unknown","no"
31,"admin.","single","secondary","no",-449,"yes","no","unknown",28,"may",81,2,-1,0,"unknown","no"
43,"admin.","married","secondary","no",0,"yes","no","cellular",17,"jul",674,3,-1,0,"unknown","no"
38,"admin.","single","secondary","no",-23,"no","no","cellular",20,"nov",48,2,-1,0,"unknown","no"
32,"admin.","single","tertiary","no",1583,"yes","no","cellular",19,"nov",100,1,182,1,"failure","no"
46,"admin.","married","secondary","no",-121,"yes","yes","cellular",8,"jul",214,4,-1,0,"unknown","no"
48,"admin.","married","secondary","no",8,"no","yes","cellular",7,"jul",46,1,-1,0,"unknown","no"
25,"admin.","married","secondary","no",894,"yes","no","unknown",28,"may",328,1,-1,0,"unknown","no"
31,"admin.","single","secondary","no",747,"yes","no","unknown",26,"may",543,2,-1,0,"unknown","yes"
53,"admin.","married","secondary","no",263,"no","yes","cellular",18,"jul",143,7,-1,0,"unknown","no"
42,"admin.","married","secondary","no",214,"yes","no","unknown",28,"may",21,24,-1,0,"unknown","no"
27,"admin.","single","secondary","no",-145,"yes","no","telephone",15,"may",289,8,-1,0,"unknown","no"
46,"admin.","married","secondary","no",22,"yes","no","cellular",7,"aug",414,4,-1,0,"unknown","no"
31,"admin.","married","secondary","no",2304,"yes","no","cellular",20,"nov",257,2,-1,0,"unknown","no"
41,"admin.","married","primary","no",-306,"yes","no","unknown",15,"may",500,1,-1,0,"unknown","yes"
26,"admin.","married","secondary","no",0,"no","no","unknown",27,"may",755,1,-1,0,"unknown","no"
40,"admin.","single","secondary","no",-1,"no","no","cellular",7,"jul",173,1,-1,0,"unknown","no"
46,"admin.","single","secondary","no",1693,"yes","no","cellular",25,"jan",137,1,97,1,"success","no"
26,"admin.","single","secondary","no",236,"yes","yes","cellular",18,"may",8,2,-1,0,"unknown","no"
39,"admin.","single","unknown","no",0,"yes","no","cellular",11,"may",62,1,-1,0,"unknown","no"
38,"admin.","married","secondary","no",46,"yes","yes","unknown",6,"may",195,1,-1,0,"unknown","no"
35,"admin.","divorced","secondary","no",148,"no","yes","cellular",8,"jul",199,1,-1,0,"unknown","no"
41,"admin.","divorced","secondary","no",3823,"no","no","cellular",26,"apr",234,10,-1,0,"unknown","no"
29,"admin.","single","secondary","no",1117,"yes","no","unknown",8,"may",77,2,-1,0,"unknown","no"
34,"admin.","married","secondary","no",1671,"no","no","unknown",21,"may",160,1,-1,0,"unknown","no"
34,"admin.","married","secondary","no",475,"yes","no","unknown",7,"may",559,1,-1,0,"unknown","no"
32,"admin.","divorced","secondary","yes",-18,"yes","no","unknown",12,"may",155,3,-1,0,"unknown","no"
34,"admin.","single","secondary","no",10,"no","yes","cellular",18,"nov",162,1,173,3,"failure","no"
28,"admin.","single","secondary","no",89,"yes","yes","cellular",6,"feb",172,2,-1,0,"unknown","no"
55,"admin.","married","secondary","no",0,"no","no","cellular",23,"sep",180,2,238,3,"success","no"
35,"admin.","single","secondary","no",0,"yes","no","cellular",13,"may",1073,1,-1,0,"unknown","yes"
42,"admin.","married","secondary","no",0,"no","no","unknown",19,"jun",370,1,-1,0,"unknown","no"
43,"admin.","married","unknown","no",3485,"no","no","unknown",18,"jun",113,1,-1,0,"unknown","no"
34,"admin.","married","secondary","no",50,"yes","no","unknown",20,"may",89,2,-1,0,"unknown","no"
53,"admin.","married","secondary","no",225,"yes","no","cellular",20,"apr",304,1,340,1,"failure","no"
38,"admin.","single","secondary","no",883,"yes","no","cellular",12,"may",95,1,327,9,"other","no"
41,"admin.","married","secondary","no",8238,"yes","yes","unknown",30,"may",124,4,-1,0,"unknown","no"
33,"admin.","single","tertiary","no",490,"yes","no","cellular",7,"may",31,1,363,2,"failure","no"
27,"admin.","married","secondary","no",132,"no","no","cellular",13,"oct",123,2,-1,0,"unknown","no"
39,"admin.","married","secondary","no",179,"no","no","unknown",6,"sep",36,1,-1,0,"unknown","no"
33,"admin.","divorced","secondary","no",661,"yes","no","cellular",18,"nov",411,1,173,2,"other","no"
35,"admin.","married","secondary","no",0,"yes","no","cellular",7,"may",121,2,-1,0,"unknown","no"
32,"admin.","single","secondary","no",1649,"no","no","cellular",27,"may",204,2,-1,0,"unknown","no"
35,"admin.","single","secondary","no",57,"no","yes","cellular",8,"jul",632,2,-1,0,"unknown","no"
37,"admin.","single","secondary","no",0,"yes","no","cellular",16,"apr",640,2,-1,0,"unknown","no"
36,"admin.","married","secondary","no",957,"yes","no","unknown",21,"may",206,1,-1,0,"unknown","no"
57,"admin.","married","secondary","no",3927,"no","no","cellular",13,"oct",61,1,-1,0,"unknown","no"
47,"admin.","married","secondary","no",310,"yes","yes","telephone",14,"aug",128,6,-1,0,"unknown","no"
28,"admin.","single","secondary","no",1323,"yes","no","unknown",3,"jun",361,1,-1,0,"unknown","no"
54,"admin.","married","secondary","no",865,"yes","no","cellular",17,"nov",71,1,-1,0,"unknown","no"
59,"admin.","divorced","secondary","no",975,"yes","no","unknown",15,"may",263,4,-1,0,"unknown","no"
50,"admin.","divorced","secondary","no",769,"no","no","cellular",28,"jul",72,2,363,4,"failure","no"
35,"admin.","divorced","secondary","no",3636,"no","yes","cellular",21,"nov",808,2,-1,0,"unknown","yes"
34,"admin.","married","secondary","no",96,"no","no","cellular",29,"aug",109,2,-1,0,"unknown","no"
47,"admin.","divorced","secondary","no",136,"no","yes","cellular",23,"jul",70,1,-1,0,"unknown","no"
32,"admin.","married","secondary","no",0,"no","no","cellular",30,"jan",119,3,-1,0,"unknown","no"
27,"admin.","married","secondary","yes",-517,"yes","no","cellular",14,"jul",172,3,-1,0,"unknown","no"
31,"admin.","married","secondary","no",212,"yes","no","cellular",18,"jul",191,3,-1,0,"unknown","no"
30,"admin.","single","secondary","no",105,"yes","no","cellular",21,"nov",75,1,-1,0,"unknown","no"
56,"admin.","divorced","primary","no",0,"no","yes","cellular",10,"jul",542,1,-1,0,"unknown","no"
34,"admin.","divorced","secondary","no",479,"yes","no","cellular",12,"may",515,1,350,5,"failure","yes"
35,"admin.","married","secondary","no",0,"yes","no","cellular",20,"apr",18,5,-1,0,"unknown","no"
46,"admin.","divorced","secondary","no",7378,"no","no","cellular",18,"nov",466,1,-1,0,"unknown","no"
55,"admin.","married","secondary","no",865,"yes","no","cellular",17,"apr",85,1,151,1,"failure","no"
25,"admin.","married","secondary","no",242,"yes","no","cellular",30,"jul",62,12,-1,0,"unknown","no"
48,"admin.","married","secondary","no",292,"yes","yes","cellular",29,"jul",164,6,-1,0,"unknown","no"
36,"admin.","married","secondary","no",725,"yes","no","cellular",27,"feb",123,3,99,8,"failure","no"
30,"admin.","single","secondary","no",1009,"yes","no","cellular",29,"jan",253,1,-1,0,"unknown","no"
37,"admin.","single","secondary","no",-296,"yes","no","cellular",20,"apr",81,1,-1,0,"unknown","no"
27,"admin.","single","tertiary","no",3672,"yes","no","cellular",15,"may",157,2,351,5,"failure","no"
56,"admin.","married","secondary","no",2146,"no","yes","unknown",9,"jun",594,1,-1,0,"unknown","no"
